FinalID,Model,b0,E,tl,th,el,eh,k,AIC
MTD2271,SI,0.944680748497,1.46258718518,290.004163717,298.964623833,0.846526448505,4.58803398103,8.617e-05,20.1721699403
MTD2272,SI,42.5126623972,-0.480047979287,303.467333895,300.610582127,-1.20077963784,4.91285357715,8.617e-05,4.71594988791
MTD2273,SI,7.92472849318,-0.149656410756,294.326631989,304.557524487,-1.55839942653,8.12680257166,8.617e-05,-0.80578558736
MTD2274,SI,0.808682376608,0.542520923747,296.323934292,348.236849444,1.0485949159,12.5917480482,8.617e-05,48.4518321105
MTD2275,SI,44.860133222,-1.00683849123,294.83398186,303.165207876,-2.16958940558,5.46400494639,8.617e-05,5.74940231186
MTD2276,SI,1.38999843476,1.11151975931,289.654777976,300.172415533,0.911036737913,15.451473491,8.617e-05,17.7673887477
MTD2277,SI,14.0360136773,-0.485417726956,291.56738692,305.357587127,-2.32276979709,16.3193578255,8.617e-05,17.2554197274
MTD2278,SI,1.01118591469,1.20286535838,292.041431822,303.167001409,0.930479542719,9.70670759348,8.617e-05,26.3235683532
MTD2279,SI,0.663085754652,1.41638844284,291.06601054,301.355199568,1.04868121259,7.99825327426,8.617e-05,22.7144659944
MTD2280,SI,1.20978916888,0.709586664976,283.429943946,301.405670447,-9.59904270876,3.41063064405,8.617e-05,7.3095171008
MTD2281,SI,1.07555939593,1.31681702577,291.28119059,302.585572779,1.03934530465,9.49110520462,8.617e-05,33.469542478
MTD2282,SI,0.690623592856,2.03796040555,289.152093532,298.986349989,1.35728795927,6.26912524304,8.617e-05,33.6539211257
MTD2283,SI,1.84477785889,0.50289591099,282.644226748,302.464550361,-3.34459979538,7.24709542415,8.617e-05,10.0476764717
MTD2284,SI,1.70411393509,0.74507953933,291.236138575,303.91877051,0.620568949757,9.43650448087,8.617e-05,24.3778650917
MTD2285,SI,1.37744095589,1.09374373792,290.725481006,302.873545116,0.832960784869,10.0373528622,8.617e-05,24.4267983759
MTD2286,SI,2.93619084803,0.707082287371,290.156334019,300.974883546,0.630607299354,7.87623836312,8.617e-05,21.6843783775
MTD2287,SI,1.56434299825,1.03917788848,291.318303956,303.873007585,0.829959055564,11.8562059318,8.617e-05,29.5705362542
MTD2288,SI,258.359665085,-1.52286533469,299.787812818,304.595072638,-2.58715444241,13.2875514136,8.617e-05,8.80263801584
MTD2289,SI,1.55764972531,1.31166528544,289.516371384,299.931929893,0.864128644779,6.94399056954,8.617e-05,19.1613992054
MTD2290,SI,1.14712362613,1.36846343111,290.726868568,301.538650899,1.02887378099,7.3500601845,8.617e-05,32.7914053781
MTD2291,SI,484.980331259,-1.62433214388,301.409193995,307.661746351,-2.51994430362,39.8415516992,8.617e-05,5.89198795124
MTD2292,SI,1.15469470462,1.38433400721,290.299717074,301.327602443,1.01182089294,6.70285138511,8.617e-05,31.1841530912
MTD2293,SI,7.32625705743,-0.150240886342,292.847787422,303.02769307,-1.44502704125,5.77367109518,8.617e-05,16.2208606276
MTD2294,SI,1.12363842953,1.24805013346,290.470137463,302.639105172,0.858903857333,9.07560197498,8.617e-05,32.9397597362
MTD2295,SI,0.451351550003,2.19061879566,289.454942273,299.924690127,1.53739765756,7.46235733324,8.617e-05,38.3335694714
MTD2296,SI,0.803940964974,1.96966675401,289.029028231,299.226826952,1.31475338685,6.40102142666,8.617e-05,34.4377611334
MTD2297,SI,26.1479568364,-0.697183371889,293.85737652,306.240002685,-2.38357547444,11.6476536192,8.617e-05,15.2640125039
MTD2298,SI,7.55685942767,0.0879194557653,292.355278534,302.789565816,-1.1732140412,8.26190605378,8.617e-05,21.3357246037
MTD2299,SI,0.479818714624,1.68333905138,290.034836059,299.580014371,1.00152398502,6.22675536308,8.617e-05,19.2833785354
MTD2300,SI,1.19064106073,1.38985890942,289.583261086,300.450490769,0.942304664933,7.72811066344,8.617e-05,19.9880425104
MTD2301,SI,1.01751977565,0.885971678237,298.969318559,303.662290263,0.730324895951,9.30811066734,8.617e-05,21.9236478788
MTD2302,SI,1.11547552888,2.83751692908,284.942028336,288.752806452,1.11437795376,3.50007929835,8.617e-05,27.5460425896
MTD2303,SI,1.05090175728,1.53162770538,285.61171664,295.265268212,0.826194092061,3.23367256136,8.617e-05,9.79390988022
MTD2304,SI,6.94577654047,-0.0889492687744,290.20622122,304.896680037,-1.82796737826,6.46828404216,8.617e-05,-13.9125265269
MTD2305,SI,0.927361454975,1.40722169445,289.972392514,301.820315181,0.999576184478,8.19800124834,8.617e-05,16.9374733096
MTD2306,SI,4.237297134,0.0598237458848,286.997144266,304.796648517,-2.97440768542,9.8479976389,8.617e-05,20.8937406581
MTD2307,SI,4.26250660532,-0.0153698561578,288.077058603,305.018499612,-2.31663311064,6.9665121385,8.617e-05,16.4325556906
MTD2308,SI,1.63762202913,1.01875536702,291.863194195,303.201373501,0.803715669924,8.35467663603,8.617e-05,31.3713976805
MTD2309,SI,2.18348152987,0.355878552245,284.150443386,303.368325094,-2.97445645539,11.663004579,8.617e-05,-6.68574654195
MTD2310,SI,1.49634633561,0.452011974578,281.268311619,304.520398897,-4.1466482465,10.2993629262,8.617e-05,17.8134748302
MTD2311,SI,4.01266885515,0.725100052136,237.760679743,298.861264952,-0.00178006402371,5.15475255621,8.617e-05,35.2635168239
MTD2312,SI,1.15370294481,1.27997253253,290.578581212,301.71887078,0.979449665797,6.59588562369,8.617e-05,32.0045102701
MTD2313,SI,2.81629926698,0.535103780998,301.406003608,302.066614208,-0.00120955314538,6.38335336495,8.617e-05,2.22317716593
MTD2314,SI,2.1633719454,1.06557729754,290.789901391,300.155527858,0.727002415344,6.09572961893,8.617e-05,21.1349666877
MTD2315,SI,1.67679234517,0.829580842857,291.653796894,303.398793472,0.640824955196,8.75707574181,8.617e-05,20.2547040579
MTD2316,SI,3.01240496399,0.509397537898,309.920420502,301.273649814,-0.00013118490201,7.06870984186,8.617e-05,2.11096929657
MTD2317,SI,1.91921710632,0.772940620001,291.628753501,304.560792676,0.568907821382,13.146639741,8.617e-05,28.7834385918
MTD2318,SI,1.12611508463,1.14948394877,291.417090676,303.289839739,0.88097249328,8.44079276518,8.617e-05,24.0278918266
MTD2319,SI,1.23635910804,1.86122573363,285.243133191,291.992895299,0.796260830748,2.7479127362,8.617e-05,17.9394629452
MTD2320,SI,1.21077920102,0.984097298636,292.803507826,-499.456300322,1.11593990982,55.858979004,8.617e-05,29.7438867331
MTD2321,SI,1.44643789657,2.0706577386,285.445726318,292.357093478,0.995816666424,3.22799701077,8.617e-05,22.4840178829
MTD2322,SI,0.85788559455,1.23600750021,298.746655745,298.945907428,0.880563199174,4.24650475875,8.617e-05,9.54676248442
MTD2323,SI,73.9370766383,-0.974157518213,297.06311524,303.897787718,-2.09079602267,5.67100927406,8.617e-05,6.67503775384
MTD2324,SI,1.67578116402,1.09474745411,290.483018379,301.052531255,1.02939539517,7.17515516646,8.617e-05,29.7192368171
MTD2325,SI,33.7042108733,-0.679043619934,295.267910702,304.759009127,-1.92102465929,8.58980219345,8.617e-05,5.35503063603
MTD2326,SI,0.96969103343,1.52796822278,290.02883416,302.170398077,1.16108287217,9.96497022179,8.617e-05,35.7518807532
MTD2327,SI,6.1727774542,0.00137264142511,293.550467982,303.561556489,-1.04152243273,6.29444744824,8.617e-05,-8.71894180204
MTD2328,SI,1.69003625373,0.349926353227,281.444735567,304.678330461,-1.79129787106,10.0949140864,8.617e-05,6.4755759889
MTD2329,SI,0.795546773829,1.51574489767,289.0021875,300.786140559,0.933303134891,6.47328442863,8.617e-05,20.1814927746
MTD2330,SI,1.38782782344,1.14972199713,291.422123611,302.275609433,0.875519741243,7.22182976343,8.617e-05,29.6866996694
MTD2331,SI,1.39352120329,1.09163066256,290.800363669,302.823639638,0.845592967012,7.98990904395,8.617e-05,29.9291007695
MTD2332,SI,2628.41768535,-2.36262745378,300.126762379,306.180619043,-3.28623999752,12.1909708252,8.617e-05,13.0602613619
MTD2333,SI,3.27686864719,0.167495221749,286.356699582,303.999538092,-1.5689240174,8.94820147161,8.617e-05,10.5479940667
MTD2334,SI,24.1276685256,-0.552030984653,294.15073347,304.920192972,-1.92661828734,5.77792928039,8.617e-05,0.878610631725
MTD2335,SI,817.609956114,-1.70559284085,304.087884639,305.473368251,-2.52292994168,7.95001934813,8.617e-05,-3.75261822426
MTD2336,SI,2496.73230262,-2.40087071022,299.905850627,307.659247192,-3.3161161373,34.7565585806,8.617e-05,12.1702418599
MTD2841,SI,0.00333596615791,1.3486342846,300.466525407,329.451350377,0.000174810238792,3.30149539335,8.617e-05,-99.2274453617
MTD2842,SI,0.0103257361003,0.744750134287,278.61598701,336.415784401,-9.22417293665e-05,2.8165766016,8.617e-05,-147.130245413
MTD2843,SI,0.00876890150509,0.921698867466,303.75165461,313.918373303,0.00030708101374,6.57484525874,8.617e-05,-104.941303067
MTD2844,SI,4.97288949993,1.18998491004,290.274038477,228.906585559,-48.3682550194,0.650000001005,8.617e-05,-142.401954202
MTD2845,SI,0.0106657486459,0.808128311492,299.066037689,330.612776549,0.000510586902597,3.49248246908,8.617e-05,-112.997520405
MTD2846,SI,0.0130986463295,0.765753820244,293.779752187,328.222849933,0.000249425009802,3.26286691033,8.617e-05,-121.253484861
MTD2847,SI,0.0111257814432,0.788891170433,300.414824328,404.225071527,0.000531194581178,0.650000005338,8.617e-05,-90.7105248232
MTD2848,SI,0.0085450943953,0.984344042136,299.112495902,327.097947988,-0.000794463793801,3.96738399876,8.617e-05,-131.613483471
MTD2849,SI,0.00912694483364,0.87636037028,318.046520488,329.753864104,0.000192924821536,3.72222038646,8.617e-05,-40.6066412833
MTD2851,SI,1.98275268196,1.23535540553,290.316154354,233.053340611,-48.0475424517,0.650000001403,8.617e-05,-118.429625413
MTD2852,SI,0.00830992160899,0.88534244398,292.012071361,342.068022809,0.000608746719658,2.86448321801,8.617e-05,-107.765150651
MTD2853,SI,0.00765469225831,0.940223171004,300.566635372,333.612847445,0.000425649316189,3.23594453864,8.617e-05,-165.844631271
MTD2854,SI,0.00856865652391,0.838360786576,293.033463488,341.755240981,-1.01358350959e-05,2.49817987347,8.617e-05,-134.588621868
MTD2855,SI,0.00460469845912,0.879944637798,289.064056157,321.042662526,-31.6748281623,7.37813627669,8.617e-05,-107.93317376
MTD2856,SI,0.00820704251525,0.912852519935,299.990739189,334.132930002,7.32761660729e-05,3.04371404869,8.617e-05,-137.431493261
MTD2857,SI,0.00990216201796,1.36861631104,279.553161717,300.344131626,0.64999221364,0.726517508284,8.617e-05,-162.19703486
MTD2858,SI,0.0074957873275,1.01326575301,299.0158659,317.321848924,8.93180179513e-05,6.68284752183,8.617e-05,-134.18280012
MTD2859,SI,0.0074097913025,0.973835288465,300.283659324,319.070404946,-0.00211216196373,9.90389037565,8.617e-05,-118.03670215
MTD2860,SI,0.00928081496385,0.768500744448,304.26037151,338.392786384,-0.000108463112277,2.89320140544,8.617e-05,-106.303094875
MTD2861,SI,0.0112119282901,0.842332472392,296.286163976,330.548533769,-1.6030263168e-06,3.29022045736,8.617e-05,-145.355785934
MTD2862,SI,0.0127108720857,0.674676782979,260.698667625,334.791683368,0.000410875690418,3.15879287358,8.617e-05,-170.001298808
MTD2863,SI,0.00857357201505,0.825265639801,289.029492478,296.254870317,-13.7175405402,0.650001506424,8.617e-05,-129.141774655
MTD2864,SI,0.010671577956,0.831007910777,292.101447414,301.383793153,-0.047239033291,6.04416866261,8.617e-05,-122.244894955
MTD2865,SI,8.03750731279,1.27401793127,290.252244573,224.292100406,-49.248137024,0.650000000819,8.617e-05,-120.762540703
MTD2866,SI,0.0157608964763,0.516450156448,255.978431856,336.852366724,-0.00089815254874,3.2514248893,8.617e-05,-133.622296445
MTD2869,SI,0.00452374128528,0.859309461382,289.11675239,336.419591476,-35.5673396725,4.98440574996,8.617e-05,-80.0312666039
MTD2870,SI,0.00949206966717,0.828162413344,286.12964128,334.139732331,0.000750299880129,2.95988380901,8.617e-05,-140.306074839
MTD2871,SI,0.0327380760309,10.0578931913,292.371242888,282.393403761,-23.6860301056,9.9206890223,8.617e-05,-156.923348364
MTD2872,SI,6.07671767918e-10,20.9879193126,356.464491665,288.707264163,0.649999983564,20.387615376,8.617e-05,-125.780812429
MTD2873,SI,8.295955466,0.98498786997,290.321199534,224.808390983,-52.6877661307,0.650000001226,8.617e-05,-70.6915437355
MTD2874,SI,2.20028337267,1.401141512,290.269387404,230.503435968,-43.309284324,0.650000003343,8.617e-05,-95.2956846592
MTD2875,SI,0.00990557546393,0.743601769202,291.6034209,335.873256064,-7.3880565916e-05,2.67307480698,8.617e-05,-140.489636655
